iter	MultiClass
0	0.9777715959
1	0.8785230266
2	0.7960333375
3	0.7271077844
4	0.6672952287
5	0.6149291967
6	0.5702203389
7	0.5290018238
8	0.4947470664
9	0.463128785
10	0.4340652548
11	0.407050096
12	0.3858416421
13	0.3634166752
14	0.3426077276
15	0.3248984112
16	0.3084137811
17	0.292873
18	0.278212059
19	0.2649242656
20	0.2530522413
21	0.241312916
22	0.2306318539
23	0.2206277121
24	0.2120639498
25	0.2041776717
26	0.1966727815
27	0.1892457669
28	0.1825240047
29	0.1759779417
30	0.1697883113
31	0.1638741159
32	0.1591010303
33	0.1538627989
34	0.1488008213
35	0.1449321376
36	0.1407879279
37	0.1371361824
38	0.1331196336
39	0.130215719
40	0.1271289152
41	0.123893289
42	0.1214624146
43	0.1187809134
44	0.1166585679
45	0.1138114405
46	0.1111399272
47	0.1086978485
48	0.1065077713
49	0.1046716031
50	0.1027057164
51	0.1012648779
52	0.09935456006
53	0.09779360961
54	0.09590263172
55	0.09437154258
56	0.09286359789
57	0.09122812556
58	0.08958457822
59	0.08817076787
60	0.08662329816
61	0.08530015937
62	0.08372385127
63	0.08288224065
64	0.08193672897
65	0.08077934635
66	0.07992657731
67	0.07892890779
68	0.0780426559
69	0.07704413787
70	0.07610361117
71	0.07516146673
72	0.07459194181
73	0.07366974835
74	0.07292834138
75	0.07215413482
76	0.07135741107
77	0.07024989308
78	0.06947046032
79	0.06874646907
80	0.06802076383
81	0.06733194149
82	0.06638629303
83	0.06570654915
84	0.06498662153
85	0.06426532558
86	0.06349148966
87	0.06277192157
88	0.06233236932
89	0.06187612665
90	0.06114203039
91	0.06033540234
92	0.05980190882
93	0.05918265799
94	0.05876171572
95	0.05810404248
96	0.0574154589
97	0.05693508185
98	0.05645408049
99	0.05598324907
100	0.05542530215
101	0.05495624098
102	0.05442176161
103	0.05382818789
104	0.05347630924
105	0.0529790183
106	0.0523726233
107	0.05191557249
108	0.05148847076
109	0.051090484
110	0.05061240921
111	0.05027196977
112	0.04981922534
113	0.04947907259
114	0.04902809051
115	0.04860394778
116	0.0482927464
117	0.04789799449
118	0.04750338794
119	0.04712938315
120	0.04674948422
121	0.04644741065
122	0.04598335108
123	0.04565021705
124	0.0453365935
125	0.04502208771
126	0.04469055884
127	0.04430290809
128	0.04395042711
129	0.0435452575
130	0.04333632354
131	0.04306596915
132	0.04268214089
133	0.04225376632
134	0.04197754188
135	0.04164890519
136	0.04146644148
137	0.04119200744
138	0.04093719759
139	0.04056509895
140	0.04033145149
141	0.04016331349
142	0.03989747329
143	0.03954871888
144	0.03936758753
145	0.03905817909
146	0.03881529471
147	0.03859642772
148	0.03838779984
149	0.0381235822
150	0.03783995074
151	0.03764781564
152	0.03742191741
153	0.03715817412
154	0.03691057593
155	0.0367479873
156	0.03646993836
157	0.0362530411
158	0.03600196809
159	0.03572360406
160	0.03551869319
161	0.03524977364
162	0.03505920228
163	0.03491566569
164	0.034689038
165	0.03440247681
166	0.03424302809
167	0.03409461726
168	0.03391796767
169	0.03371444724
170	0.0335026354
171	0.03333961013
172	0.03315455027
173	0.03297874358
174	0.0327712569
175	0.03248406703
176	0.03223793191
177	0.03209036826
178	0.03183549821
179	0.03169342664
180	0.03139815637
181	0.0311808343
182	0.03098405462
183	0.03076742878
184	0.03058141945
185	0.03035922705
186	0.03021804889
187	0.03001646102
188	0.02989111521
